Organisation Name,Town/City,County,Type & Rating,Route,City
SB TELECOM EUROPE LTD.,London,,Worker (A rating),Skilled Worker,London / nan
SB TELECOM EUROPE LTD.,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
SBAR Endurance Limited T/A Let's Do This,London,,Worker (A rating),Skilled Worker,London / nan
SBAR Endurance Limited T/A Let's Do This,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
SBARDA LTD,London,,Worker (A rating),Skilled Worker,London / nan
SBC Systems (UK) Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Sberbank CIB (UK) Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Sberbank CIB (UK) Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
SC Europe Limited,London,,Worker (A rating),Skilled Worker,London / nan
SC Europe Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
SC Global Tubular Solutions Europe Limited,London,,Worker (A rating),Skilled Worker,London / nan
SC Global Tubular Solutions Europe Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
SC Lowy Asset Management (UK) Ltd,London,,Worker (A rating),Skilled Worker,London / nan
SC Lowy Asset Management (UK) Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
SCA Investments t/a Gousto,London,,Worker (A rating),Skilled Worker,London / nan
Scalabrini Fathers Company,London,Oval,Temporary Worker (A rating),Religious Worker,London / Oval
Scalabrini Fathers Company,London,Oval,Worker (A rating),Tier 2 Ministers of Religion,London / Oval
Scale Capital Limited,London,,Worker (A rating),Skilled Worker,London / nan
ScaleXP Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Scamper LTD,London,,Worker (A rating),Skilled Worker,London / nan
Scan Magazine Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Scandit Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Scandit Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
ScanLAB Projects Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Scape Design Associates Limited,London,,Worker (A rating),Skilled Worker,London / nan
Scarlet O2 Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Scarmans Limited trading as Aliant Law,London,,Worker (A rating),Skilled Worker,London / nan
SCB & Associates Limited,London,,Worker (A rating),Skilled Worker,London / nan
SCB & Associates Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
SCB Global Ltd,London,London,Worker (A rating),Skilled Worker,London / London
Scede Limited,London,,Worker (A rating),Skilled Worker,London / nan
Scene & Heard,London,London,Worker (A rating),Skilled Worker,London / London
SCG International Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Schawk UK ltd,London,,Worker (A rating),Skilled Worker,London / nan
Schenker Ltd,London Heathrow Airport,Hounslow,Worker (A rating),Skilled Worker,London Heathrow Airport / Hounslow
Schenker Ltd,London Heathrow Airport,Hounslow,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London Heathrow Airport / Hounslow
Schenker Ltd,London Heathrow Airport,Hounslow,Worker (A rating),Global Business Mobility: Graduate Trainee,London Heathrow Airport / Hounslow
Schillings International LLP,London,,Worker (A rating),Skilled Worker,London / nan
Schindlers Uk Limited,London,,Worker (A rating),Skilled Worker,London / nan
Schjodt Services Limited,London,,Worker (A rating),Skilled Worker,London / nan
Schneider Designers LLP,London,,Worker (A rating),Skilled Worker,London / nan
Schoen Clinic London Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Schofield Lothian Limited,London,,Worker (A rating),Skilled Worker,London / nan
Scholium Group plc,London,,Worker (A rating),Skilled Worker,London / nan
Scholl's Wellness Company Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Scholl's Wellness Company Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Schonfeld Strategic Advisors (UK) LLP,London,,Worker (A rating),Skilled Worker,London / nan
School of Hard Knocks,London,,Worker (A rating),Skilled Worker,London / nan
School of Oriental and African Studies,London,,Worker (A rating),Skilled Worker,London / nan
School of Oriental and African Studies,London,,Temporary Worker (A rating),Government Authorised Exchange,London / nan
School of Oriental and African Studies,London,,Temporary Worker (A rating),Creative Worker,London / nan
School Sisters of Notre Dame CIO,London,,Worker (A rating),Tier 2 Ministers of Religion,London / nan
School Sisters of Notre Dame CIO,London,,Temporary Worker (A rating),Religious Worker,London / nan
SCHOOLS BUYING CLUB LIMITED,London,,Worker (A rating),Skilled Worker,London / nan
Schools Counselling Partnership Ltd,London,GB,Worker (A rating),Skilled Worker,London / GB
Schroder Investment Management Limited,London,,Worker (A rating),Skilled Worker,London / nan
Schroder Investment Management Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Schroder Investment Management Limited,London,,Worker (A rating),Global Business Mobility: Graduate Trainee,London / nan
SCHULTE ROTH & ZABEL INTERNATIONAL LLP,London,,Worker (A rating),Skilled Worker,London / nan
SCHULTE ROTH & ZABEL INTERNATIONAL LLP,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
SCI Foundation,London,,Worker (A rating),Skilled Worker,London / nan
Science (UK) Limited,London,,Worker (A rating),Skilled Worker,London / nan
Science Museum Group,London,,Worker (A rating),Skilled Worker,London / nan
Science Museum Group,London,,Temporary Worker (A rating),Government Authorised Exchange,London / nan
ScienceMagic.Inc Limited,London,,Worker (A rating),Skilled Worker,London / nan
Scientific Beta (Europe) Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Scopely UK Limited,London,,Worker (A rating),Skilled Worker,London / nan
Scopely UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Scopeworker Limited,London,,Worker (A rating),Skilled Worker,London / nan
SCOR SE - UK Branch,London,,Worker (A rating),Skilled Worker,London / nan
SCOR SE - UK Branch,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
SCORNIK GERSTEIN LLP,London,,Worker (A rating),Skilled Worker,London / nan
Scorpio UK Limited,London,,Worker (A rating),Skilled Worker,London / nan
Scott Dunn,London,,Worker (A rating),Skilled Worker,London / nan
Scott Dunn,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Scottish Sea Farms Ltd,London,,Worker (A rating),Skilled Worker,London / nan
SCP Group Advisory Ltd,London,,Worker (A rating),Skilled Worker,London / nan
ScreenCloud Limited,London,,Worker (A rating),Skilled Worker,London / nan
ScreenCloud Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
SCRIPPS NETWORKS INTERNATIONAL (UK) LIMITED,London,,Worker (A rating),Skilled Worker,London / nan
SCRIPPS NETWORKS INTERNATIONAL (UK) LIMITED,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Scriptoria Ltd,London,,Worker (A rating),Skilled Worker,London / nan
SCSK EUROPE LTD.,London,,Worker (A rating),Skilled Worker,London / nan
SCSK EUROPE LTD.,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
SCUBE LIMITED,London,,Worker (A rating),Skilled Worker,London / nan
Sculptivate ltd,London,,Worker (A rating),Skilled Worker,London / nan
Sculptor Capital Management Europe Limited,London,,Worker (A rating),Skilled Worker,London / nan
Sculptor Capital Management Europe Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
SD&E Limited,London,,Worker (A rating),Skilled Worker,London / nan
SDA Dental Studio,Westferry,London,Worker (A rating),Skilled Worker,Westferry / London
SDCL EE Co (UK) LLP,London,,Worker (A rating),Skilled Worker,London / nan
Sea and Land Project Engineering Limited,London,,Worker (A rating),Skilled Worker,London / nan
Sea Containers Hotel Limited,London,,Worker (A rating),Skilled Worker,London / nan
Sea Containers Hotel Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Sea Dragon Energy (UK) Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Sea Dragon Energy (UK) Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
SEAB Power Ltd,London Uk,Please select...,Worker (A rating),Skilled Worker,London Uk / Please select...
SEAB Power Ltd,London Uk,Please select...,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London Uk / Please select...
SEAB Power Ltd,London Uk,Please select...,Worker (A rating),Global Business Mobility: Graduate Trainee,London Uk / Please select...
Seabright Productions Limited,London,,Temporary Worker (A rating),Creative Worker,London / nan
Seabros Services Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Seabury Securities (UK) Limited,London,,Worker (A rating),Skilled Worker,London / nan
Seabury Securities (UK) Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Seachange Financial Services Limited,London,,Worker (A rating),Skilled Worker,London / nan
Seaco Global Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Seacross Pharmaceuticals Limited,London,,Worker (A rating),Skilled Worker,London / nan
Seadrill Management Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Seadrill Management Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
SEAFARERS LOGISTICS GB LTD,London,,Worker (A rating),Skilled Worker,London / nan
Seaforth Land Holdings Limited,London,,Worker (A rating),Skilled Worker,London / nan
Seagate Technology (Ireland),Londonderry,Northern Ireland,Worker (A rating),Skilled Worker,Londonderry / Northern Ireland
Seagate Technology (Ireland),Londonderry,Northern Ireland,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,Londonderry / Northern Ireland
Seahawk Marine Foods Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Seal Security UK Limited,London,,Worker (A rating),Skilled Worker,London / nan
Seal Security UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Seam Design Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Seamless Europe Limited,London,,Worker (A rating),Skilled Worker,London / nan
Seamless Europe Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Seamsystemic Limited,London,,Worker (A rating),Skilled Worker,London / nan
Seapony Limited,London,,Worker (A rating),Skilled Worker,London / nan
SEARCE LIMITED, London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker, London / nan
Search MAHINS ENTERPRISE LIMITED,London,,Worker (A rating),Skilled Worker,London / nan
Searchlight Capital Partners UK LLP,London,,Worker (A rating),Skilled Worker,London / nan
Searchlight Capital Partners UK LLP,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Seatankers Services (UK) LLP,London,,Worker (A rating),Skilled Worker,London / nan
Seatec International Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
SEATFROG OPS LIMITED,London,,Worker (A rating),Skilled Worker,London / nan
SEATFROG OPS LIMITED,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Seattle Software t/a Orbus Software,London,,Worker (A rating),Skilled Worker,London / nan
SEBOTT SOLUTIONS LIMITED,London,,Worker (A rating),Skilled Worker,London / nan
SEB,London,,Worker (A rating),Skilled Worker,London / nan
SEB,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Secchi Smith Limited,London,,Worker (A rating),Skilled Worker,London / nan
Secon Cyber Security Ltd,London,,Worker (A rating),Skilled Worker,London / nan
SECOND HALF PRODUCTIONS,London,,Temporary Worker (A rating),Creative Worker,London / nan
Second Home Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Second Nature Healthy Habits Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Second Skin Pty Ltd,London,,Worker (A rating),Skilled Worker,London / nan
SECOR Investment Advisors (UK) LLP,London,,Worker (A rating),Skilled Worker,London / nan
SECOR Investment Advisors (UK) LLP,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Secret Escapes LTD,London,London City of,Worker (A rating),Skilled Worker,London / London City of
Secret Group Limited,London,,Worker (A rating),Skilled Worker,London / nan
Secretcape Ltd,London,,Worker (A rating),Skilled Worker,London / nan
SECRETLONDON LTD,London,,Worker (A rating),Skilled Worker,London / nan
Sectorlight Marketing Limited,London,,Worker (A rating),Skilled Worker,London / nan
SecureCare (UK) Limited,London,Essex,Worker (A rating),Skilled Worker,London / Essex
Secureflag Limited,London,,Worker (A rating),Skilled Worker,London / nan
Securewais UK Ltd,London,,Worker (A rating),Skilled Worker,London / nan
SECUREX PREMIUM SERVICES LTD,London,London,Worker (A rating),Skilled Worker,London / London
Securis Investments Limited,London,,Worker (A rating),Skilled Worker,London / nan
SecurityScorecard UK Ltd,London,,Worker (A rating),Skilled Worker,London / nan
SecurityScorecard UK Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Securys Limited,London,,Worker (A rating),Skilled Worker,London / nan
Sedex Information Exchange Limited,London,,Worker (A rating),Skilled Worker,London / nan
Sedex Information Exchange Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Sedex Information Exchange Limited,London,,Worker (A rating),Global Business Mobility: Graduate Trainee,London / nan
Sedgwick International UK,London,,Worker (A rating),Skilled Worker,London / nan
